Test NFA, number of states = 15 propogating length = 225
experiment No = 6041, UNSAT, testing length = 225
experiment No = 6042, UNSAT, testing length = 225
experiment No = 6043, UNSAT, testing length = 225
experiment No = 6044, UNSAT, testing length = 225
experiment No = 6045, UNSAT, testing length = 225
experiment No = 6046, UNSAT, testing length = 225
experiment No = 6047, UNSAT, testing length = 225
experiment No = 6048, UNSAT, testing length = 225
experiment No = 6049, UNSAT, testing length = 225
experiment No = 6050, UNSAT, testing length = 225
experiment No = 6051, UNSAT, testing length = 225
experiment No = 6052, UNSAT, testing length = 225
experiment No = 6053, UNSAT, testing length = 225
experiment No = 6054, UNSAT, testing length = 225
experiment No = 6055, UNSAT, testing length = 225
experiment No = 6056, UNSAT, testing length = 225
experiment No = 6057, UNSAT, testing length = 225
experiment No = 6058, UNSAT, testing length = 225
experiment No = 6059, UNSAT, testing length = 225
experiment No = 6060, UNSAT, testing length = 225
experiment No = 6061, UNSAT, testing length = 225
experiment No = 6062, UNSAT, testing length = 225
experiment No = 6063, UNSAT, testing length = 225
experiment No = 6064, UNSAT, testing length = 225
experiment No = 6065, UNSAT, testing length = 225
experiment No = 6066, UNSAT, testing length = 225
experiment No = 6067, UNSAT, testing length = 225
experiment No = 6068, UNSAT, testing length = 225
experiment No = 6069, UNSAT, testing length = 225
experiment No = 6070, UNSAT, testing length = 225
experiment No = 6071, UNSAT, testing length = 225
experiment No = 6072, UNSAT, testing length = 225
experiment No = 6073, UNSAT, testing length = 225
experiment No = 6074, UNSAT, testing length = 225
experiment No = 6075, UNSAT, testing length = 225
experiment No = 6076, UNSAT, testing length = 225
experiment No = 6077, UNSAT, testing length = 225
experiment No = 6078, UNSAT, testing length = 225
experiment No = 6079, UNSAT, testing length = 225
experiment No = 6080, UNSAT, testing length = 225
experiment No = 6081, UNSAT, testing length = 225
experiment No = 6082, UNSAT, testing length = 225
experiment No = 6083, UNSAT, testing length = 225
experiment No = 6084, UNSAT, testing length = 225
experiment No = 6085, UNSAT, testing length = 225
experiment No = 6086, UNSAT, testing length = 225
experiment No = 6087, UNSAT, testing length = 225
experiment No = 6088, UNSAT, testing length = 225
experiment No = 6089, SAT, shortest length = 17
experiment No = 6090, UNSAT, testing length = 225
experiment No = 6091, UNSAT, testing length = 225
experiment No = 6092, UNSAT, testing length = 225
experiment No = 6093, UNSAT, testing length = 225
experiment No = 6094, UNSAT, testing length = 225
experiment No = 6095, UNSAT, testing length = 225
experiment No = 6096, UNSAT, testing length = 225
experiment No = 6097, UNSAT, testing length = 225
experiment No = 6098, UNSAT, testing length = 225
experiment No = 6099, UNSAT, testing length = 225
experiment No = 6100, UNSAT, testing length = 225
experiment No = 6101, UNSAT, testing length = 225
experiment No = 6102, UNSAT, testing length = 225
experiment No = 6103, UNSAT, testing length = 225
experiment No = 6104, UNSAT, testing length = 225
experiment No = 6105, UNSAT, testing length = 225
experiment No = 6106, UNSAT, testing length = 225
experiment No = 6107, UNSAT, testing length = 225
experiment No = 6108, UNSAT, testing length = 225
experiment No = 6109, UNSAT, testing length = 225
experiment No = 6110, UNSAT, testing length = 225
experiment No = 6111, UNSAT, testing length = 225
experiment No = 6112, UNSAT, testing length = 225
experiment No = 6113, UNSAT, testing length = 225
experiment No = 6114, UNSAT, testing length = 225
experiment No = 6115, UNSAT, testing length = 225
experiment No = 6116, UNSAT, testing length = 225
experiment No = 6117, UNSAT, testing length = 225
experiment No = 6118, UNSAT, testing length = 225
experiment No = 6119, UNSAT, testing length = 225
experiment No = 6120, UNSAT, testing length = 225
experiment No = 6121, UNSAT, testing length = 225
experiment No = 6122, UNSAT, testing length = 225
experiment No = 6123, UNSAT, testing length = 225
experiment No = 6124, UNSAT, testing length = 225
experiment No = 6125, UNSAT, testing length = 225
experiment No = 6126, UNSAT, testing length = 225
experiment No = 6127, UNSAT, testing length = 225
experiment No = 6128, UNSAT, testing length = 225
experiment No = 6129, UNSAT, testing length = 225
experiment No = 6130, UNSAT, testing length = 225
experiment No = 6131, UNSAT, testing length = 225
experiment No = 6132, UNSAT, testing length = 225
experiment No = 6133, UNSAT, testing length = 225
experiment No = 6134, UNSAT, testing length = 225
experiment No = 6135, UNSAT, testing length = 225
experiment No = 6136, UNSAT, testing length = 225
experiment No = 6137, UNSAT, testing length = 225
experiment No = 6138, UNSAT, testing length = 225
experiment No = 6139, UNSAT, testing length = 225
experiment No = 6140, UNSAT, testing length = 225
experiment No = 6141, UNSAT, testing length = 225
experiment No = 6142, UNSAT, testing length = 225
experiment No = 6143, UNSAT, testing length = 225
experiment No = 6144, UNSAT, testing length = 225
experiment No = 6145, UNSAT, testing length = 225
experiment No = 6146, UNSAT, testing length = 225
experiment No = 6147, UNSAT, testing length = 225
experiment No = 6148, UNSAT, testing length = 225
experiment No = 6149, UNSAT, testing length = 225
experiment No = 6150, UNSAT, testing length = 225
experiment No = 6151, UNSAT, testing length = 225
experiment No = 6152, UNSAT, testing length = 225
experiment No = 6153, UNSAT, testing length = 225
experiment No = 6154, UNSAT, testing length = 225
experiment No = 6155, UNSAT, testing length = 225
experiment No = 6156, UNSAT, testing length = 225
experiment No = 6157, UNSAT, testing length = 225
experiment No = 6158, UNSAT, testing length = 225
experiment No = 6159, UNSAT, testing length = 225
experiment No = 6160, UNSAT, testing length = 225
experiment No = 6161, UNSAT, testing length = 225
experiment No = 6162, UNSAT, testing length = 225
experiment No = 6163, UNSAT, testing length = 225
experiment No = 6164, UNSAT, testing length = 225
experiment No = 6165, UNSAT, testing length = 225
experiment No = 6166, UNSAT, testing length = 225
experiment No = 6167, UNSAT, testing length = 225
experiment No = 6168, UNSAT, testing length = 225
experiment No = 6169, UNSAT, testing length = 225
experiment No = 6170, UNSAT, testing length = 225
experiment No = 6171, UNSAT, testing length = 225
experiment No = 6172, UNSAT, testing length = 225
experiment No = 6173, UNSAT, testing length = 225
experiment No = 6174, UNSAT, testing length = 225
experiment No = 6175, UNSAT, testing length = 225
experiment No = 6176, UNSAT, testing length = 225
experiment No = 6177, UNSAT, testing length = 225
experiment No = 6178, UNSAT, testing length = 225
experiment No = 6179, UNSAT, testing length = 225
experiment No = 6180, UNSAT, testing length = 225
experiment No = 6181, UNSAT, testing length = 225
experiment No = 6182, UNSAT, testing length = 225
experiment No = 6183, UNSAT, testing length = 225
experiment No = 6184, UNSAT, testing length = 225
experiment No = 6185, UNSAT, testing length = 225
experiment No = 6186, UNSAT, testing length = 225
experiment No = 6187, UNSAT, testing length = 225
experiment No = 6188, UNSAT, testing length = 225
experiment No = 6189, UNSAT, testing length = 225
experiment No = 6190, UNSAT, testing length = 225
experiment No = 6191, UNSAT, testing length = 225
experiment No = 6192, UNSAT, testing length = 225
experiment No = 6193, UNSAT, testing length = 225
experiment No = 6194, UNSAT, testing length = 225
experiment No = 6195, UNSAT, testing length = 225
experiment No = 6196, UNSAT, testing length = 225
experiment No = 6197, UNSAT, testing length = 225
experiment No = 6198, UNSAT, testing length = 225
experiment No = 6199, UNSAT, testing length = 225
experiment No = 6200, UNSAT, testing length = 225
experiment No = 6201, UNSAT, testing length = 225
experiment No = 6202, UNSAT, testing length = 225
experiment No = 6203, UNSAT, testing length = 225
experiment No = 6204, UNSAT, testing length = 225
experiment No = 6205, UNSAT, testing length = 225
experiment No = 6206, UNSAT, testing length = 225
experiment No = 6207, UNSAT, testing length = 225
experiment No = 6208, UNSAT, testing length = 225
experiment No = 6209, UNSAT, testing length = 225
experiment No = 6210, UNSAT, testing length = 225
experiment No = 6211, UNSAT, testing length = 225
experiment No = 6212, UNSAT, testing length = 225
experiment No = 6213, UNSAT, testing length = 225
experiment No = 6214, UNSAT, testing length = 225
experiment No = 6215, UNSAT, testing length = 225
experiment No = 6216, UNSAT, testing length = 225
experiment No = 6217, UNSAT, testing length = 225
experiment No = 6218, UNSAT, testing length = 225
experiment No = 6219, UNSAT, testing length = 225
experiment No = 6220, UNSAT, testing length = 225
experiment No = 6221, UNSAT, testing length = 225
experiment No = 6222, UNSAT, testing length = 225
experiment No = 6223, UNSAT, testing length = 225
experiment No = 6224, UNSAT, testing length = 225
experiment No = 6225, UNSAT, testing length = 225
experiment No = 6226, UNSAT, testing length = 225
experiment No = 6227, UNSAT, testing length = 225
experiment No = 6228, UNSAT, testing length = 225
experiment No = 6229, UNSAT, testing length = 225
experiment No = 6230, UNSAT, testing length = 225
experiment No = 6231, UNSAT, testing length = 225
experiment No = 6232, UNSAT, testing length = 225
experiment No = 6233, UNSAT, testing length = 225
experiment No = 6234, UNSAT, testing length = 225
experiment No = 6235, UNSAT, testing length = 225
experiment No = 6236, UNSAT, testing length = 225
experiment No = 6237, UNSAT, testing length = 225
experiment No = 6238, UNSAT, testing length = 225
experiment No = 6239, UNSAT, testing length = 225
experiment No = 6240, UNSAT, testing length = 225
experiment No = 6241, UNSAT, testing length = 225
experiment No = 6242, UNSAT, testing length = 225
experiment No = 6243, UNSAT, testing length = 225
experiment No = 6244, UNSAT, testing length = 225
experiment No = 6245, UNSAT, testing length = 225
experiment No = 6246, UNSAT, testing length = 225
experiment No = 6247, UNSAT, testing length = 225
experiment No = 6248, UNSAT, testing length = 225
experiment No = 6249, UNSAT, testing length = 225
experiment No = 6250, UNSAT, testing length = 225
experiment No = 6251, UNSAT, testing length = 225
experiment No = 6252, UNSAT, testing length = 225
experiment No = 6253, UNSAT, testing length = 225
experiment No = 6254, UNSAT, testing length = 225
experiment No = 6255, UNSAT, testing length = 225
experiment No = 6256, UNSAT, testing length = 225
experiment No = 6257, UNSAT, testing length = 225
experiment No = 6258, UNSAT, testing length = 225
experiment No = 6259, UNSAT, testing length = 225
experiment No = 6260, UNSAT, testing length = 225
experiment No = 6261, UNSAT, testing length = 225
experiment No = 6262, UNSAT, testing length = 225
experiment No = 6263, UNSAT, testing length = 225
experiment No = 6264, UNSAT, testing length = 225
experiment No = 6265, UNSAT, testing length = 225
experiment No = 6266, UNSAT, testing length = 225
experiment No = 6267, UNSAT, testing length = 225
experiment No = 6268, UNSAT, testing length = 225
experiment No = 6269, UNSAT, testing length = 225
experiment No = 6270, UNSAT, testing length = 225
experiment No = 6271, UNSAT, testing length = 225
experiment No = 6272, UNSAT, testing length = 225
experiment No = 6273, UNSAT, testing length = 225
experiment No = 6274, UNSAT, testing length = 225
experiment No = 6275, UNSAT, testing length = 225
experiment No = 6276, UNSAT, testing length = 225
experiment No = 6277, UNSAT, testing length = 225
experiment No = 6278, UNSAT, testing length = 225
experiment No = 6279, UNSAT, testing length = 225
experiment No = 6280, UNSAT, testing length = 225
experiment No = 6281, UNSAT, testing length = 225
experiment No = 6282, UNSAT, testing length = 225
experiment No = 6283, UNSAT, testing length = 225
experiment No = 6284, UNSAT, testing length = 225
experiment No = 6285, UNSAT, testing length = 225
experiment No = 6286, UNSAT, testing length = 225
experiment No = 6287, UNSAT, testing length = 225
experiment No = 6288, UNSAT, testing length = 225
experiment No = 6289, UNSAT, testing length = 225
experiment No = 6290, UNSAT, testing length = 225
experiment No = 6291, UNSAT, testing length = 225
experiment No = 6292, UNSAT, testing length = 225
experiment No = 6293, UNSAT, testing length = 225
experiment No = 6294, UNSAT, testing length = 225
experiment No = 6295, UNSAT, testing length = 225
experiment No = 6296, UNSAT, testing length = 225
experiment No = 6297, UNSAT, testing length = 225
experiment No = 6298, UNSAT, testing length = 225
experiment No = 6299, UNSAT, testing length = 225
experiment No = 6300, UNSAT, testing length = 225
experiment No = 6301, UNSAT, testing length = 225
experiment No = 6302, UNSAT, testing length = 225
experiment No = 6303, UNSAT, testing length = 225
experiment No = 6304, UNSAT, testing length = 225
experiment No = 6305, UNSAT, testing length = 225
experiment No = 6306, UNSAT, testing length = 225
